"sub_region_2";"fecha";"num_casos.x";"num_casos_prueba_pcr";"num_casos_prueba_desconocida";"num_hosp";"num_uci";"num_def";"retail_and_recreation_percent_change_from_baseline";"grocery_and_pharmacy_percent_change_from_baseline";"parks_percent_change_from_baseline";"transit_stations_percent_change_from_baseline";"workplaces_percent_change_from_baseline";"residential_percent_change_from_baseline";"Total"
"Ceuta";2020-07-05;0;0;0;0;0;0;-19;-18;10;-59;-2;4;13,23
"Ceuta";2020-07-06;0;0;0;0;0;0;-8;-17;14;-59;-29;4;14,8533333333333
"Ceuta";2020-07-07;0;0;0;0;0;0;-15;-20;10;-59;-28;3;16,4766666666667
"Ceuta";2020-07-08;0;0;0;0;0;0;-15;-17;15;-59;-26;2;18,1
"Ceuta";2020-07-09;0;0;0;0;0;0;-13;-17;7;-59;-26;2;16,575
"Ceuta";2020-07-10;0;0;0;0;0;0;-26;-26;6;-59;-25;4;15,05
"Ceuta";2020-07-11;0;0;0;0;0;0;-29;-28;9;-59;-2;4;13,525
"Ceuta";2020-07-12;0;0;0;0;0;0;-16;-14;-11;-59;1;4;12
"Ceuta";2020-07-13;0;0;0;0;0;0;-14;-19;14;-59;-28;4;13,95
"Ceuta";2020-07-14;1;1;0;0;0;0;-14;-21;20;-59;-27;2;15,9
"Ceuta";2020-07-15;0;0;0;0;0;0;-14;-20;9;-59;-26;2;17,85
"Ceuta";2020-07-16;0;0;0;0;0;0;-14;-23;-5;-59;-27;3;16,77
"Ceuta";2020-07-17;0;0;0;0;0;0;-26;-28;-2;-59;-25;4;15,69
"Ceuta";2020-07-18;0;0;0;0;0;0;-26;-30;17;-59;-1;3,66666666666667;14,61
"Ceuta";2020-07-19;0;0;0;0;0;0;-21;-23;10;-59;2;3,33333333333333;13,53
"Ceuta";2020-07-20;0;0;0;0;0;0;-11;-20;8;-59;-31;3;14,92
"Ceuta";2020-07-21;0;0;0;0;0;0;-13;-22;-10;-59;-28;4;16,31
"Ceuta";2020-07-22;1;1;0;0;0;0;-15;-20;13;-59;-25;3;17,7
"Ceuta";2020-07-23;0;0;0;0;0;0;-19;-26;10;-59;-26;2;16,6275
"Ceuta";2020-07-24;0;0;0;0;0;0;-27;-30;10;-59;-25;4;15,555
"Ceuta";2020-07-25;0;0;0;0;0;0;-28;-31;20;-59;0;3,66666666666667;14,4825
"Ceuta";2020-07-26;1;1;0;0;0;0;-19;-26;19;-59;4;3,33333333333333;13,41
"Ceuta";2020-07-27;0;0;0;0;0;0;-10;-19;14;-59;-31;3;14,87
"Ceuta";2020-07-28;0;0;0;1;0;0;-14;-21;13;-59;-28;3;16,33
"Ceuta";2020-07-29;0;0;0;0;0;0;-9;-11;13;-59;-29;3;17,79
"Ceuta";2020-07-30;0;0;0;0;0;0;-7;-5;-7;-59;-29;1;16,9125
"Ceuta";2020-07-31;0;0;0;0;0;0;-55;-64;-5;-59;-60;1,5;16,035
"Ceuta";2020-08-01;0;0;0;0;0;0;-27;-22;24;-59;-6;2;15,1575
"Ceuta";2020-08-02;2;2;0;0;0;0;-14;-17;32;-59;5;2,5;14,28
"Ceuta";2020-08-03;0;0;0;0;0;0;-6;-6;20;-59;-36;3;14,4066666666667
"Ceuta";2020-08-04;0;0;0;0;0;0;-4;-7;21;-59;-33;2;14,5333333333333
"Ceuta";2020-08-05;0;0;0;0;0;0;-30;-45;34;-59;-61;2,5;14,66
"Ceuta";2020-08-06;1;1;0;0;0;0;-6;-9;11;-59;-35;3;14,3275
"Ceuta";2020-08-07;1;1;0;0;0;0;-24;-22;7;-59;-30;6;13,995
"Ceuta";2020-08-08;2;2;0;0;0;0;-23;-22;25;-59;-4;5,33333333333333;13,6625
"Ceuta";2020-08-09;1;1;0;0;0;0;-16;-24;20;-59;3;4,66666666666667;13,33
"Ceuta";2020-08-10;2;2;0;1;0;0;-4;-11;7;-59;-36;4;14,45
"Ceuta";2020-08-11;4;4;0;0;0;0;-11;-17;20;-59;-34;3;15,57
"Ceuta";2020-08-12;2;2;0;0;0;0;-11;-15;24;-59;-32;4;16,69
"Ceuta";2020-08-13;4;4;0;1;0;0;-15;-19;12;-59;-32;3;15,67
"Ceuta";2020-08-14;9;9;0;0;0;0;-27;-22;5;-59;-32;5;14,65
"Ceuta";2020-08-15;8;8;0;0;0;0;-34;-36;16;-59;-16;5;13,63
"Ceuta";2020-08-16;1;1;0;0;0;0;-21;-23;14;-59;1;5;12,61
"Ceuta";2020-08-17;15;15;0;0;0;0;-21,0384615384615;-22,8461538461538;13,2307692307692;-59;-0,115384615384615;5;13,94
"Ceuta";2020-08-18;7;7;0;0;0;0;-21,0769230769231;-22,6923076923077;12,4615384615385;-59;-1,23076923076923;4;15,27
"Ceuta";2020-08-19;0;0;0;1;0;0;-21,1153846153846;-22,5384615384615;11,6923076923077;-59;-2,34615384615385;4;16,6
"Ceuta";2020-08-20;4;4;0;1;0;0;-21,1538461538462;-22,3846153846154;10,9230769230769;-59;-3,46153846153846;5;15,7675
"Ceuta";2020-08-21;7;7;0;0;0;0;-21,1923076923077;-22,2307692307692;10,1538461538462;-59;-4,57692307692308;7;14,935
"Ceuta";2020-08-22;12;12;0;0;0;0;-21,2307692307692;-22,0769230769231;9,38461538461538;-59;-5,69230769230769;6,66666666666667;14,1025
"Ceuta";2020-08-23;6;6;0;0;0;0;-21,2692307692308;-21,9230769230769;8,61538461538462;-59;-6,80769230769231;6,33333333333333;13,27
"Ceuta";2020-08-24;10;9;0;0;0;0;-21,3076923076923;-21,7692307692308;7,84615384615385;-59;-7,92307692307692;6;14,4866666666667
"Ceuta";2020-08-25;11;11;0;0;0;0;-21,3461538461538;-21,6153846153846;7,07692307692308;-59;-9,03846153846154;5;15,7033333333333
"Ceuta";2020-08-26;8;8;0;0;0;0;-21,3846153846154;-21,4615384615385;6,30769230769231;-59;-10,1538461538462;5;16,92
"Ceuta";2020-08-27;6;6;0;0;0;0;-21,4230769230769;-21,3076923076923;5,53846153846154;-59;-11,2692307692308;4;15,9275
"Ceuta";2020-08-28;4;4;0;4;0;1;-21,4615384615385;-21,1538461538462;4,76923076923077;-59;-12,3846153846154;7;14,935
"Ceuta";2020-08-29;7;7;0;1;0;0;-21,5;-21;4;-59;-13,5;6,66666666666667;13,9425
"Ceuta";2020-08-30;10;10;0;0;0;0;-21,5384615384615;-20,8461538461538;3,23076923076923;-59;-14,6153846153846;6,33333333333333;12,95
"Ceuta";2020-08-31;14;14;0;0;0;0;-21,5769230769231;-20,6923076923077;2,46153846153846;-59;-15,7307692307692;6;13,4433333333333
"Ceuta";2020-09-01;9;9;0;0;0;0;-21,6153846153846;-20,5384615384615;1,69230769230769;-59;-16,8461538461538;3;13,9366666666667
"Ceuta";2020-09-02;8;8;0;1;0;0;-21,6538461538462;-20,3846153846154;0,923076923076923;-59;-17,9615384615385;4,5;14,43
"Ceuta";2020-09-03;5;5;0;1;0;0;-21,6923076923077;-20,2307692307692;0,153846153846153;-59;-19,0769230769231;6;13,8975
"Ceuta";2020-09-04;9;9;0;0;1;0;-21,7307692307692;-20,0769230769231;-0,615384615384615;-59;-20,1923076923077;7;13,365
"Ceuta";2020-09-05;6;6;0;0;0;0;-21,7692307692308;-19,9230769230769;-1,38461538461539;-59;-21,3076923076923;6,33333333333333;12,8325
"Ceuta";2020-09-06;11;11;0;0;0;0;-21,8076923076923;-19,7692307692308;-2,15384615384615;-59;-22,4230769230769;5,66666666666667;12,3
"Ceuta";2020-09-07;6;6;0;0;0;1;-21,8461538461538;-19,6153846153846;-2,92307692307692;-59;-23,5384615384615;5;13,97
"Ceuta";2020-09-08;15;15;0;1;0;0;-21,8846153846154;-19,4615384615385;-3,69230769230769;-59;-24,6538461538462;6;15,64
"Ceuta";2020-09-09;4;4;0;0;0;1;-21,9230769230769;-19,3076923076923;-4,46153846153846;-59;-25,7692307692308;5;17,31
"Ceuta";2020-09-10;9;9;0;0;0;0;-21,9615384615385;-19,1538461538462;-5,23076923076923;-59;-26,8846153846154;4;15,905
"Ceuta";2020-09-11;19;19;0;0;0;1;-22;-19;-6;-59;-28;7;14,5
"Ceuta";2020-09-12;7;7;0;1;0;1;-22;-17;-8;-59;-15;6,66666666666667;13,095
"Ceuta";2020-09-13;5;5;0;0;0;0;-22;-13;-12;-59;-10;6,33333333333333;11,69
"Ceuta";2020-09-14;12;12;0;1;0;0;-11;-10;-11;-59;-30;6;13,5833333333333
"Ceuta";2020-09-15;10;10;0;1;1;0;-15;-14;-15;-59;-28;5;15,4766666666667
"Ceuta";2020-09-16;7;7;0;0;0;1;-17;-12;-9;-59;-28;5;17,37
"Ceuta";2020-09-17;10;10;0;1;0;0;-21;-18;-29;-59;-29;6;16,0375
"Ceuta";2020-09-18;19;19;0;1;0;0;-24;-19;-19;-59;-24;7;14,705
"Ceuta";2020-09-19;11;11;0;0;0;1;-23;-13;-2;-59;-10;6,66666666666667;13,3725
"Ceuta";2020-09-20;9;9;0;2;0;0;-20;-16;-1;-59;-11;6,33333333333333;12,04
"Ceuta";2020-09-21;20;20;0;2;0;0;-10;-11;-5;-59;-30;6;13,7866666666667
"Ceuta";2020-09-22;21;21;0;5;3;0;-18;-9;-6;-59;-27;5;15,5333333333333
"Ceuta";2020-09-23;14;14;0;1;1;0;-20;-7;-14;-59;-25;6;17,28
"Ceuta";2020-09-24;18;17;0;0;0;0;-21;-15;-15;-59;-25;6;16,01
"Ceuta";2020-09-25;21;21;0;0;0;0;-26;-14;-15;-59;-23;7;14,74
"Ceuta";2020-09-26;25;25;0;1;0;0;-26;-11;-4;-59;-14;6;13,47
"Ceuta";2020-09-27;14;14;0;1;0;0;-26;-16;-12;-59;-16;6;12,2
"Ceuta";2020-09-28;31;31;0;1;0;0;-16;-6;-16;-59;-25;6;14,0866666666667
"Ceuta";2020-09-29;20;20;0;0;0;0;-20;-5;-20;-59;-24;5;15,9733333333333
"Ceuta";2020-09-30;13;13;0;0;0;0;-20;1;-15;-59;-25;5;17,86
"Ceuta";2020-10-01;24;22;0;1;0;0;-21;-1;-21;-59;-22;4;16,4625
"Ceuta";2020-10-02;23;22;0;2;1;0;-34;-10;-39;-59;-21;8;15,065
"Ceuta";2020-10-03;17;17;0;0;0;1;-22;1;-18;-59;-16;6;13,6675
"Ceuta";2020-10-04;17;17;0;1;0;0;-23;0;-17;-59;-17;5,5;12,27
"Ceuta";2020-10-05;29;29;0;1;0;0;-13;3;-8;-59;-23;5;14,1866666666667
"Ceuta";2020-10-06;20;20;0;2;0;0;-19;-1;-19;-59;-21;4;16,1033333333333
"Ceuta";2020-10-07;24;23;0;0;0;0;-20;0;-7;-59;-19;4;18,02
"Ceuta";2020-10-08;34;34;0;0;0;0;-20;-5;-17;-59;-18;4;16,4975
"Ceuta";2020-10-09;24;24;0;1;0;1;-29;-11;-20;-59;-19;5;14,975
"Ceuta";2020-10-10;30;30;0;1;0;0;-31;-13;-22;-59;-14;7;13,4525
"Ceuta";2020-10-11;22;22;0;2;1;0;-21;-11;-12;-59;-8;10,5;11,93
"Ceuta";2020-10-12;20;18;0;1;1;0;-39;-44;-29;-59;-70;14;13,7666666666667
"Ceuta";2020-10-13;35;35;0;0;0;1;-24;-6;-21;-59;-22;5;15,6033333333333
"Ceuta";2020-10-14;45;45;0;1;0;0;-25;-9;-21;-59;-19;6;17,44
"Ceuta";2020-10-15;43;42;0;0;0;0;-24;-9;-21;-59;-18;6;16,0575
"Ceuta";2020-10-16;40;38;0;0;0;1;-29;-13;-21;-59;-14;8;14,675
"Ceuta";2020-10-17;42;38;0;0;0;1;-34;-11;-13;-59;-14;8;13,2925
"Ceuta";2020-10-18;41;39;0;0;0;0;-33;-13;-26;-59;-18;7,5;11,91
"Ceuta";2020-10-19;66;60;0;2;0;0;-25;-11;-23;-59;-21;7;13,5866666666667
"Ceuta";2020-10-20;44;38;0;1;1;0;-30;-11;-31;-59;-20;6;15,2633333333333
"Ceuta";2020-10-21;46;41;0;1;0;0;-28;-13;-19;-59;-17;7;16,94
"Ceuta";2020-10-22;57;44;0;3;0;0;-33;-18;-41;-59;-20;8;15,7975
"Ceuta";2020-10-23;51;36;0;2;0;0;-34;-11;-25;-59;-18;10;14,655
"Ceuta";2020-10-24;57;30;0;7;1;1;-34;-11;-18;-59;-20;10;13,5125
"Ceuta";2020-10-25;49;20;0;3;0;3;-34;-9;-27;-59;-22;9;12,37
"Ceuta";2020-10-26;69;26;0;0;0;0;-23;-9;-29;-59;-20;8;13,95
"Ceuta";2020-10-27;65;36;0;4;0;1;-29;-8;-22;-59;-19;7;15,53
"Ceuta";2020-10-28;75;35;0;5;0;1;-27;-10;-16;-59;-17;8;17,11
"Ceuta";2020-10-29;70;20;0;6;0;1;-28;-8;-26;-59;-18;7;15,6275
"Ceuta";2020-10-30;62;15;0;2;0;3;-34;-9;-28;-59;-17;12;14,145
"Ceuta";2020-10-31;49;19;0;4;0;2;-34;-7;-26;-59;-21;12;12,6625
"Ceuta";2020-11-01;68;13;0;4;2;0;-32;-10;-26;-59;-21;12;11,18
"Ceuta";2020-11-02;54;19;0;7;0;1;-27;-14;-23;-59;-35;12;13,0233333333333
"Ceuta";2020-11-03;56;12;0;4;0;3;-27;-10;-28;-59;-18;7;14,8666666666667
"Ceuta";2020-11-04;54;15;0;2;0;0;-33;-13;-35;-59;-17;9;16,71
"Ceuta";2020-11-05;51;9;0;1;0;3;-29;-10;-35;-59;-16;8;15,4325
"Ceuta";2020-11-06;55;9;0;2;0;1;-36;-17;-32;-59;-15;12;14,155
"Ceuta";2020-11-07;41;13;0;1;0;2;-36;-6;-27;-59;-21;12;12,8775
"Ceuta";2020-11-08;32;6;0;3;0;0;-32;-10;-20;-59;-23;10,5;11,6
"Ceuta";2020-11-09;31;6;0;8;0;2;-23;-14;-24;-59;-16;9;13,1933333333333
"Ceuta";2020-11-10;39;7;0;7;0;1;-27;-14;-25;-59;-15;8;14,7866666666667
"Ceuta";2020-11-11;24;5;0;4;0;0;-36;-17;-37;-59;-18;9;16,38
"Ceuta";2020-11-12;30;8;0;3;1;2;-34;-15;-33;-59;-17;9;15,13
"Ceuta";2020-11-13;19;4;0;2;0;2;-38;-16;-32;-59;-14;12;13,88
"Ceuta";2020-11-14;21;6;0;3;0;0;-38;-14;-34;-59;-23;12;12,63
"Ceuta";2020-11-15;25;5;0;2;0;0;-34;-12;-21;-59;-24;10,5;11,38
"Ceuta";2020-11-16;39;9;0;0;0;1;-25;-15;-20;-59;-16;9;13,1333333333333
"Ceuta";2020-11-17;32;7;0;3;0;0;-31;-13;-28;-59;-15;8;14,8866666666667
"Ceuta";2020-11-18;26;5;0;4;1;0;-30;-13;-25;-59;-14;8;16,64
"Ceuta";2020-11-19;20;3;0;1;0;1;-29;-14;-31;-59;-15;9;15,3575
"Ceuta";2020-11-20;16;4;0;2;1;1;-36;-15;-30;-59;-14;11;14,075
"Ceuta";2020-11-21;19;7;0;1;1;5;-33;-11;-27;-59;-23;12;12,7925
"Ceuta";2020-11-22;13;1;0;1;0;1;-32;-8;-27;-59;-19;10;11,51
"Ceuta";2020-11-23;10;1;0;3;0;0;-20;-12;-29;-59;-15;8;13,7866666666667
"Ceuta";2020-11-24;9;2;0;0;0;1;-27;-14;-24;-59;-13;7;16,0633333333333
"Ceuta";2020-11-25;10;2;0;3;0;0;-31;-15;-38;-59;-13;9;18,34
"Ceuta";2020-11-26;16;4;0;4;0;0;-22;-5;-39;-59;-13;9;16,54
"Ceuta";2020-11-27;10;2;0;0;0;0;-23;-5;-27;-59;-11;10;14,74
"Ceuta";2020-11-28;13;8;0;1;0;0;-20;4;-11;-59;-15;9;12,94
"Ceuta";2020-11-29;2;1;0;1;0;0;-25;1;-39;-59;-25;8,5;11,14
"Ceuta";2020-11-30;12;4;0;3;0;0;-15;-7;-22;-59;-13;8;13,0833333333333
"Ceuta";2020-12-01;10;3;0;2;0;1;-19;-4;-20;-59;-12;6;15,0266666666667
"Ceuta";2020-12-02;11;5;0;0;0;0;-19;-3;-14;-59;-9;6;16,97
"Ceuta";2020-12-03;9;1;0;1;0;0;-17;-2;-19;-59;-9;6;15,355
"Ceuta";2020-12-04;6;1;0;0;0;0;-42;-20;-54;-59;-15;13;13,74
"Ceuta";2020-12-05;7;1;0;1;0;0;-25;3;-26;-59;-19;11;12,125
"Ceuta";2020-12-06;11;2;0;1;0;0;-18;1;-19;-59;-16;15;10,51
"Ceuta";2020-12-07;8;0;0;1;0;0;-32;-29;-50;-59;-68;19;12,18
"Ceuta";2020-12-08;4;2;0;0;0;0;-48;-44;-60;-59;-72;20;13,85
"Ceuta";2020-12-09;10;2;0;2;0;0;-17;1;-12;-59;-13;6;15,52
"Ceuta";2020-12-10;9;1;0;1;0;0;-28;-13;-39;-59;-12;8;14,49
"Ceuta";2020-12-11;9;1;0;2;0;0;-36;-13;-36;-59;-13;11;13,46
"Ceuta";2020-12-12;6;3;0;1;1;0;-28;-5;-20;-59;-16;10;12,43
"Ceuta";2020-12-13;2;0;0;0;0;0;-16;2;2;-59;-14;8;11,4
"Ceuta";2020-12-14;6;2;0;0;0;0;-15;-10;-9;-59;-13;6;13,18
"Ceuta";2020-12-15;8;4;0;2;0;0;-14;-7;-7;-59;-12;5;14,96
"Ceuta";2020-12-16;5;2;0;1;0;0;-26;-13;-22;-59;-14;8;16,74
"Ceuta";2020-12-17;3;0;0;0;0;0;-17;-5;-9;-59;-13;6;15,4725
"Ceuta";2020-12-18;1;0;0;1;0;0;-25;-11;-6;-59;-14;8;14,205
"Ceuta";2020-12-19;6;1;0;0;0;1;-24;-2;-11;-59;-14;8;12,9375
"Ceuta";2020-12-20;4;1;0;0;0;0;-13;6;-4;-59;-12;7;11,67
"Ceuta";2020-12-21;4;0;0;3;0;0;-4;2;-6;-59;-22;6;13,22
"Ceuta";2020-12-22;7;1;0;0;0;1;-7;1;-9;-59;-20;5;14,77
"Ceuta";2020-12-23;5;1;0;0;0;0;-7;11;2;-59;-33;5;16,32
"Ceuta";2020-12-24;8;1;0;0;0;0;-30;-12;-18;-59;-53;11;15,025
"Ceuta";2020-12-25;12;1;0;0;0;0;-74;-75;-42;-59;-73;22;13,73
"Ceuta";2020-12-26;18;1;0;0;0;0;-28;-9;-17;-59;-18;9;12,435
"Ceuta";2020-12-27;12;0;0;0;0;1;-16;-2;3;-59;-12;9,5;11,14
"Ceuta";2020-12-28;22;7;0;0;0;0;-19;-12;-34;-59;-38;10;12,5933333333333
"Ceuta";2020-12-29;22;4;0;0;0;1;-17;-2;-22;-59;-38;8;14,0466666666667
"Ceuta";2020-12-30;14;0;0;0;0;0;-6;12;2;-59;-36;6;15,5
"Ciudad Real";2020-03-16;306;294;0;36;3;5;-78;-33;-71;-76;-49;20;8,29
"Ciudad Real";2020-03-17;238;229;0;35;2;12;-81;-43;-66;-78;-54;20;8,17
"Ciudad Real";2020-03-18;280;269;1;72;2;10;-82;-36;-70;-82;-57;22;8,05
"Ciudad Real";2020-03-19;213;206;0;80;5;11;-92;-92;-76;-88;-83;32;7,51
"Ciudad Real";2020-03-20;331;310;0;90;6;19;-86;-35;-76;-85;-65;30;6,97
"Ciudad Real";2020-03-21;193;183;0;97;2;19;-92;-59;-86;-86;-62;26;5,05
"Ciudad Real";2020-03-22;205;187;0;101;6;13;-94;-76;-85;-91;-65;22;3,13
"Ciudad Real";2020-03-23;246;231;0;114;5;31;-83;-49;-75;-84;-61;25;4,96
"Ciudad Real";2020-03-24;190;174;0;171;4;32;-85;-55;-74;-85;-63;24;6,79
"Ciudad Real";2020-03-25;213;183;0;134;10;43;-85;-57;-73;-85;-64;26;6,905
"Ciudad Real";2020-03-26;173;159;0;148;4;45;-86;-57;-74;-86;-65;26;7,02
"Ciudad Real";2020-03-27;145;127;0;132;7;34;-88;-56;-79;-87;-65;31;5,715
"Ciudad Real";2020-03-28;122;101;0;105;6;42;-92;-63;-84;-88;-62;25;4,41
"Ciudad Real";2020-03-29;91;77;0;93;5;25;-94;-80;-83;-91;-64;21;5,125
"Ciudad Real";2020-03-30;150;129;0;132;2;38;-88;-59;-79;-87;-70;28;5,84
"Ciudad Real";2020-03-31;95;76;0;121;4;34;-92;-58;-79;-87;-72;28;5,18
"Ciudad Real";2020-04-01;118;88;0;103;4;34;-92;-57;-78;-87;-72;29;5,31
"Ciudad Real";2020-04-02;68;55;0;90;1;27;-92;-58;-76;-87;-72;29;5,59
"Ciudad Real";2020-04-03;85;69;0;67;3;35;-90;-54;-78;-90;-71;33;5,83
"Ciudad Real";2020-04-04;92;76;0;52;4;36;-93;-62;-84;-90;-64;25;4,3
"Ciudad Real";2020-04-05;132;109;1;58;3;27;-94;-79;-84;-92;-66;22;3,25
"Ciudad Real";2020-04-06;126;103;0;89;2;29;-86;-53;-77;-89;-70;28;5,48
"Ciudad Real";2020-04-07;59;41;0;50;1;31;-87;-41;-72;-87;-70;26;5,89
"Ciudad Real";2020-04-08;82;75;0;40;0;31;-86;-35;-71;-86;-71;26;6
"Ciudad Real";2020-04-09;37;24;0;27;0;34;-94;-92;-81;-92;-86;34;4,14
"Ciudad Real";2020-04-10;42;23;0;35;2;21;-97;-95;-87;-95;-88;42;3,08
"Ciudad Real";2020-04-11;46;38;0;27;0;25;-92;-50;-84;-88;-61;25;4,05
"Ciudad Real";2020-04-12;47;37;0;29;1;20;-95;-77;-82;-92;-65;22;3,38
"Ciudad Real";2020-04-13;73;62;0;34;1;13;-92;-92;-79;-91;-82;32;4,53
"Ciudad Real";2020-04-14;35;23;0;35;1;29;-84;-39;-68;-82;-62;23;7,01
"Ciudad Real";2020-04-15;45;38;0;30;2;23;-86;-49;-75;-85;-64;26;6,65
"Ciudad Real";2020-04-16;18;13;0;25;1;17;-86;-52;-71;-85;-63;26;7,17
"Ciudad Real";2020-04-17;30;15;1;24;1;14;-88;-55;-74;-87;-63;30;7,16
"Ciudad Real";2020-04-18;28;20;0;11;0;19;-92;-59;-81;-88;-57;24;4,86
"Ciudad Real";2020-04-19;12;10;0;19;1;10;-94;-78;-83;-91;-63;22;3,43
"Ciudad Real";2020-04-20;29;20;0;23;3;10;-84;-58;-71;-85;-60;25;7,04
"Ciudad Real";2020-04-21;30;23;0;17;1;14;-85;-52;-69;-84;-61;24;7,12
"Ciudad Real";2020-04-22;17;13;0;18;0;14;-85;-54;-69;-83;-61;25;7,3
"Ciudad Real";2020-04-23;13;8;0;9;1;6;-85;-53;-68;-83;-61;25;7,31
"Ciudad Real";2020-04-24;9;7;0;11;1;14;-87;-51;-71;-86;-60;29;7,22
"Ciudad Real";2020-04-25;13;7;0;14;1;7;-91;-56;-81;-86;-56;24;4,67
"Ciudad Real";2020-04-26;22;17;0;4;1;11;-92;-67;-73;-87;-59;20;3,31
"Ciudad Real";2020-04-27;12;8;0;12;0;8;-82;-55;-66;-82;-59;24;7,14
"Ciudad Real";2020-04-28;9;8;0;10;0;8;-82;-49;-58;-82;-59;22;7,54
"Ciudad Real";2020-04-29;12;8;0;9;0;7;-82;-45;-59;-80;-59;23;7,61
"Ciudad Real";2020-04-30;10;7;0;9;1;7;-82;-34;-61;-80;-58;23;7,54
"Ciudad Real";2020-05-01;9;6;0;7;1;4;-93;-91;-70;-90;-82;36;4,8
"Ciudad Real";2020-05-02;5;3;0;4;0;4;-85;-37;-53;-70;-50;20;4,86
"Ciudad Real";2020-05-03;10;8;0;8;0;3;-83;-43;-41;-74;-50;16;4,17
"Ciudad Real";2020-05-04;12;10;0;15;1;4;-73;-41;-37;-72;-52;19;8,53
"Ciudad Real";2020-05-05;13;10;1;8;2;11;-74;-37;-29;-71;-52;18;8,86
"Ciudad Real";2020-05-06;16;13;0;5;1;2;-74;-39;-34;-71;-53;19;8,72
"Ciudad Real";2020-05-07;11;8;1;6;2;2;-75;-37;-36;-72;-53;20;8,57
"Ciudad Real";2020-05-08;6;3;0;4;0;6;-80;-46;-45;-78;-54;24;8,49
"Ciudad Real";2020-05-09;8;2;0;8;1;3;-84;-41;-57;-73;-43;19;4,72
"Ciudad Real";2020-05-10;3;3;0;8;0;7;-86;-53;-59;-80;-49;18;3,92
"Ciudad Real";2020-05-11;10;10;0;4;0;9;-74;-40;-50;-72;-49;19;8,69
"Ciudad Real";2020-05-12;8;7;0;4;0;2;-76;-41;-55;-72;-50;20;8,44
"Ciudad Real";2020-05-13;17;16;0;1;0;4;-74;-37;-40;-69;-49;20;8,65
"Ciudad Real";2020-05-14;6;4;0;0;0;4;-76;-37;-51;-74;-50;22;8,37
"Ciudad Real";2020-05-15;16;14;0;4;1;2;-79;-40;-54;-77;-52;25;7,89
"Ciudad Real";2020-05-16;12;11;0;2;0;2;-83;-41;-57;-71;-41;20;5,56
"Ciudad Real";2020-05-17;9;7;0;1;0;2;-82;-39;-39;-73;-42;15;4,12
"Ciudad Real";2020-05-18;8;6;0;4;0;1;-53;-26;-4;-60;-41;13;9,98
"Ciudad Real";2020-05-19;18;14;0;0;0;0;-56;-26;0;-61;-42;12;10,57
"Ciudad Real";2020-05-20;6;6;0;1;0;2;-56;-25;-8;-60;-43;14;10,39
"Ciudad Real";2020-05-21;7;7;0;0;0;3;-56;-22;-12;-63;-43;15;10,37
"Ciudad Real";2020-05-22;18;15;0;2;0;4;-60;-23;-19;-67;-42;17;10,26
"Ciudad Real";2020-05-23;12;8;0;0;0;1;-64;-24;-28;-61;-25;10;8,39
"Ciudad Real";2020-05-24;9;7;0;1;0;1;-66;-25;-19;-68;-28;8;6,64
"Ciudad Real";2020-05-25;12;11;0;1;0;5;-56;-27;-31;-66;-40;14;10,85
"Ciudad Real";2020-05-26;19;18;0;3;0;0;-52;-21;-6;-59;-38;12;10,44
"Ciudad Real";2020-05-27;19;18;0;1;0;2;-51;-22;-4;-58;-38;13;11,02
"Ciudad Real";2020-05-28;14;11;0;0;0;0;-51;-19;-5;-61;-38;13;11,26
"Ciudad Real";2020-05-29;13;13;0;2;0;1;-53;-20;-9;-65;-36;14;10,92
"Ciudad Real";2020-05-30;9;7;0;2;0;5;-58;-19;-18;-58;-14;8;8,96
"Ciudad Real";2020-05-31;4;2;0;0;1;1;-60;-19;-14;-68;-16;7;6,91
"Ciudad Real";2020-06-01;10;10;0;0;0;0;-47;-26;3;-57;-40;11;10,42
"Ciudad Real";2020-06-02;11;9;0;2;0;0;-40;-9;14;-54;-33;9;11,69
"Ciudad Real";2020-06-03;15;15;0;0;1;0;-39;-11;9;-53;-33;10;11,6
"Ciudad Real";2020-06-04;13;13;0;0;0;1;-44;-14;-6;-57;-35;12;11,54
"Ciudad Real";2020-06-05;12;12;0;0;0;0;-40;-14;5;-57;-31;11;11,58
"Ciudad Real";2020-06-06;9;9;0;1;0;0;-46;-17;-8;-50;-9;6;9,62
"Ciudad Real";2020-06-07;3;3;0;1;0;0;-51;-12;1;-64;-10;6;7,29
"Ciudad Real";2020-06-08;9;9;0;1;0;0;-34;-15;4;-49;-31;10;11,5
"Ciudad Real";2020-06-09;13;13;0;0;0;0;-33;-14;17;-49;-31;8;10,86
"Ciudad Real";2020-06-10;9;9;0;3;0;0;-27;0;21;-46;-31;7;12,22
"Ciudad Real";2020-06-11;4;4;0;0;1;0;-55;-77;9;-63;-61;17;9,57
"Ciudad Real";2020-06-12;5;5;0;0;0;0;-37;1;-9;-53;-36;13;10,86
"Ciudad Real";2020-06-13;2;2;0;0;0;0;-41;-14;-7;-44;-4;6;9,47
"Ciudad Real";2020-06-14;3;3;0;0;0;0;-46;-11;8;-56;-1;5;7,82
"Ciudad Real";2020-06-15;6;6;0;0;0;0;-27;-13;16;-45;-28;8;12,19
"Ciudad Real";2020-06-16;6;6;0;3;0;0;-29;-11;22;-43;-28;8;12,16
"Ciudad Real";2020-06-17;7;7;0;1;0;0;-29;-12;20;-42;-29;8;12,33
