"sub_region_2";"fecha";"num_casos.x";"num_casos_prueba_pcr";"num_casos_prueba_desconocida";"num_hosp";"num_uci";"num_def";"retail_and_recreation_percent_change_from_baseline";"grocery_and_pharmacy_percent_change_from_baseline";"parks_percent_change_from_baseline";"transit_stations_percent_change_from_baseline";"workplaces_percent_change_from_baseline";"residential_percent_change_from_baseline";"Total"
"León";2020-08-27;61;60;0;2;0;0;-1;6;128;8;-25;1;18,655
"León";2020-08-28;44;44;0;1;0;0;-9;9;124;-2;-26;4;17,28
"León";2020-08-29;70;70;0;1;0;0;-15;3;67;3;-2;1;15,905
"León";2020-08-30;63;63;0;0;0;0;-8;5,5;90;-3;12;-3;14,53
"León";2020-08-31;34;34;0;0;0;2;-1;8;94;5;-25;2;16,1466666666667
"León";2020-09-01;45;45;0;2;0;0;-4;4;98;0;-23;2;17,7633333333333
"León";2020-09-02;56;56;0;4;0;0;-8;1;102;-6;-23;1;19,38
"León";2020-09-03;53;53;0;4;0;0;-8;0;105;-5;-23;1;18,2225
"León";2020-09-04;46;42;0;2;0;0;-15;-1;92;-11;-23;1;17,065
"León";2020-09-05;54;54;0;1;0;0;-17;-4;75;-6;3;-2;15,9075
"León";2020-09-06;79;79;0;1;1;0;-13;5;84;-10;15;-4;14,75
"León";2020-09-07;24;24;0;1;0;0;0;14;86;1;-25;0;16,5433333333333
"León";2020-09-08;139;139;0;1;0;0;-8;-12;88;-6;-31;2;18,3366666666667
"León";2020-09-09;136;136;0;5;1;0;-16;-14;90;-9;-29;2;20,13
"León";2020-09-10;96;96;0;4;0;0;-8;7;103;-6;-22;0;18,8775
"León";2020-09-11;124;124;0;12;1;0;-15;1;88;-15;-22;0;17,625
"León";2020-09-12;94;94;0;5;1;0;-19;-4;69;-5;5;-4;16,3725
"León";2020-09-13;60;60;0;1;1;0;-16;-3;71;-17;18;-6;15,12
"León";2020-09-14;100;100;0;4;0;0;-5;4;82;1;-19;0;16,8033333333333
"León";2020-09-15;102;102;0;3;0;0;-9;0;86;-5;-19;1;18,4866666666667
"León";2020-09-16;115;114;0;7;0;0;-15;-1;73;-6;-19;0;20,17
"León";2020-09-17;77;77;0;13;0;0;-17;-3;61;-12;-19;2;18,205
"León";2020-09-18;99;99;0;6;0;0;-21;-1;42;-17;-18;3;16,24
"León";2020-09-19;87;87;0;6;0;1;-24;-5;23;-18;2;2;14,275
"León";2020-09-20;117;117;0;7;1;1;-29;-15;11;-28;10;2;12,31
"León";2020-09-21;90;90;0;3;2;0;-13;3;53;-1;-18;2;14,8866666666667
"León";2020-09-22;109;109;0;3;1;1;-16;-1;58;-6;-17;2;17,4633333333333
"León";2020-09-23;199;199;0;5;2;1;-22;1;33;-7;-17;3;20,04
"León";2020-09-24;118;117;0;9;2;1;-22;-2;29;-11;-17;4;18,025
"León";2020-09-25;126;125;0;11;0;1;-24;2;27;-15;-16;4;16,01
"León";2020-09-26;127;126;0;6;2;1;-26;-2;22;-13;4;3;13,995
"León";2020-09-27;92;92;0;13;0;2;-27;-4;36;-17;15;2;11,98
"León";2020-09-28;80;78;0;11;1;1;-16;3;52;-1;-12;2;14,07
"León";2020-09-29;226;226;0;20;1;1;-17;0;56;-5;-12;2;16,16
"León";2020-09-30;152;151;0;20;1;1;-21;1;43;-3;-14;1;18,25
"León";2020-10-01;222;219;0;17;0;0;-23;4;26;-9;-11;2;16,8225
"León";2020-10-02;181;181;0;17;1;0;-28;5;4;-11;-13;4;15,395
"León";2020-10-03;103;100;0;19;2;3;-30;3;-4;-15;1;3;13,9675
"León";2020-10-04;223;220;0;8;0;0;-32;31;-5;-27;5;4;12,54
"León";2020-10-05;258;255;0;11;2;5;-35;-32;40;-15;-38;5;14,7433333333333
"León";2020-10-06;289;287;0;14;0;2;-20;12;41;-3;-13;2;16,9466666666667
"León";2020-10-07;225;223;0;23;2;6;-28;-1;41;-5;-12;3;19,15
"León";2020-10-08;208;200;0;35;1;6;-23;2;60;-6;-10;3;17,5275
"León";2020-10-09;196;189;0;15;2;4;-27;1;54;-16;-21;7;15,905
"León";2020-10-10;232;223;0;21;0;2;-28;7;40;-20;2;5;14,2825
"León";2020-10-11;155;149;0;24;1;0;-26;2;58;-35;2;6;12,66
"León";2020-10-12;310;301;0;18;4;7;-39;-72;96;-24;-63;13;14,74
"León";2020-10-13;218;200;0;23;2;10;-24;11;35;-6;-12;3;16,82
"León";2020-10-14;271;267;0;26;3;4;-29;1;20;-10;-12;5;18,9
"León";2020-10-15;257;249;0;26;1;7;-28;-1;27;-12;-11;5;17,1175
"León";2020-10-16;192;179;0;29;1;1;-31;-1;31;-16;-11;6;15,335
"León";2020-10-17;246;235;0;20;1;6;-36;-5;14;-24;1;7;13,5525
"León";2020-10-18;215;202;0;33;3;6;-38;-8;30;-32;4;7;11,77
"León";2020-10-19;320;305;0;28;2;6;-29;-5;21;-8;-10;5;13,7233333333333
"León";2020-10-20;266;253;0;37;2;6;-37;-13;-16;-20;-13;8;15,6766666666667
"León";2020-10-21;264;254;0;25;2;5;-33;-4;-1;-16;-12;6;17,63
"León";2020-10-22;231;214;0;36;0;6;-30;-1;18;-12;-11;6;15,8925
"León";2020-10-23;224;213;0;24;0;7;-33;0;19;-19;-11;7;14,155
"León";2020-10-24;234;220;0;14;2;7;-42;-7;-9;-31;-6;9;12,4175
"León";2020-10-25;239;227;0;20;2;5;-47;-24;-29;-48;-8;9;10,68
"León";2020-10-26;326;302;0;32;2;5;-27;-1;17;-9;-10;5;13,3333333333333
"León";2020-10-27;266;239;0;24;0;5;-29;-2;11;-14;-12;6;15,9866666666667
"León";2020-10-28;337;325;0;16;0;9;-31;-1;16;-11;-12;5;18,64
"León";2020-10-29;215;208;0;26;2;8;-28;2;30;-6;-10;5;17,1075
"León";2020-10-30;209;193;0;27;0;1;-32;5;28;-14;-12;6;15,575
"León";2020-10-31;200;179;0;29;0;2;-36;1;9;-21;-6;6;14,0425
"León";2020-11-01;265;238;0;23;0;5;-39;-5;11;-38;-8;7;12,51
"León";2020-11-02;261;243;0;24;2;5;-46;-57;26;-34;-65;14;14,65
"León";2020-11-03;253;233;0;29;4;4;-25;11;21;-8;-12;4;16,79
"León";2020-11-04;324;307;0;19;3;6;-27;5;3;-15;-13;6;18,93
"León";2020-11-05;269;253;0;26;2;7;-22;4;4;-19;-11;6;16,2975
"León";2020-11-06;325;302;0;17;0;5;-60;3;-6;-33;-18;12;13,665
"León";2020-11-07;266;245;0;27;1;3;-64;-2;-9;-36;-22;12;11,0325
"León";2020-11-08;160;134;0;21;1;2;-74;-22;-24;-50;-26;12;8,4
"León";2020-11-09;302;264;0;21;2;5;-52;-2;17;-20;-16;8;11,3933333333333
"León";2020-11-10;350;322;0;46;1;5;-51;-1;23;-18;-17;8;14,3866666666667
"León";2020-11-11;238;226;0;37;0;10;-54;-2;12;-22;-19;9;17,38
"León";2020-11-12;162;146;0;20;2;8;-52;1;31;-18;-17;8;15,3675
"León";2020-11-13;163;144;0;25;2;1;-55;5;26;-24;-18;10;13,355
"León";2020-11-14;197;174;0;29;2;7;-62;-3;-5;-36;-23;11;11,3425
"León";2020-11-15;182;171;0;19;3;6;-72;-14;-20;-45;-29;11;9,33
"León";2020-11-16;173;156;0;25;2;10;-49;-2;31;-16;-16;7;12,6166666666667
"León";2020-11-17;166;154;0;17;0;10;-49;-1;37;-16;-17;7;15,9033333333333
"León";2020-11-18;155;141;0;20;0;4;-52;-1;24;-18;-17;8;19,19
"León";2020-11-19;87;76;0;25;1;3;-50;1;32;-17;-16;8;17,455
"León";2020-11-20;107;89;0;30;0;5;-54;6;23;-24;-17;10;15,72
"León";2020-11-21;80;67;0;8;1;5;-58;0;15;-25;-20;9;13,985
"León";2020-11-22;57;46;0;5;0;6;-65;3;23;-37;-24;7;12,25
"León";2020-11-23;148;128;0;18;1;5;-47;0;31;-13;-15;7;14,49
"León";2020-11-24;77;66;0;11;1;3;-47;1;27;-17;-16;7;16,73
"León";2020-11-25;68;62;0;11;0;3;-56;-6;-25;-30;-18;10;18,97
"León";2020-11-26;74;69;0;10;1;2;-48;7;11;-17;-16;8;17,095
"León";2020-11-27;141;125;0;7;0;4;-49;11;29;-19;-16;9;15,22
"León";2020-11-28;68;59;0;8;0;1;-54;5;14;-17;-20;9;13,345
"León";2020-11-29;40;34;0;7;3;1;-65;6;15;-34;-26;8;11,47
"León";2020-11-30;65;58;0;13;0;1;-44;4;29;-9;-13;6;14,1333333333333
"León";2020-12-01;99;90;0;9;1;2;-45;5;28;-15;-15;7;16,7966666666667
"León";2020-12-02;63;57;0;9;0;2;-49;6;12;-16;-15;7;19,46
"León";2020-12-03;50;43;0;9;0;2;-48;7;4;-18;-14;8;17,645
"León";2020-12-04;52;48;0;5;0;5;-34;8;-9;-23;-15;9;15,83
"León";2020-12-05;26;24;0;5;1;3;-36;7;-22;-27;-13;8;14,015
"León";2020-12-06;25;18;0;10;0;6;-31;166;-16;-45;-11;8;12,2
"León";2020-12-07;43;40;0;5;0;2;-49;-68;-4;-48;-69;18;14,6133333333333
"León";2020-12-08;28;19;0;8;0;4;-44;-55;4;-38;-69;16;17,0266666666667
"León";2020-12-09;61;50;0;4;0;1;-27;24;-4;-16;-13;5;19,44
"León";2020-12-10;47;39;0;8;0;2;-27;13;1;-17;-13;6;17,67
"León";2020-12-11;46;37;0;8;1;2;-30;8;-1;-27;-12;8;15,9
"León";2020-12-12;40;32;0;7;2;3;-31;4;3;-27;-8;7;14,13
"León";2020-12-13;46;37;0;5;0;3;-35;62;-10;-45;-10;7;12,36
"León";2020-12-14;68;62;0;6;1;2;-26;3;-2;-17;-11;6;14,7166666666667
"León";2020-12-15;77;71;0;8;1;2;-24;7;10;-16;-12;5;17,0733333333333
"León";2020-12-16;58;46;0;6;0;3;-31;3;-17;-21;-12;7;19,43
"León";2020-12-17;61;53;0;9;1;2;-25;9;6;-20;-11;6;17,7675
"León";2020-12-18;54;42;0;9;2;2;-31;7;-3;-25;-12;8;16,105
"León";2020-12-19;43;39;0;10;1;1;-31;7;-7;-25;-10;8;14,4425
"León";2020-12-20;27;22;0;4;0;2;-28;100;-5;-39;-8;7;12,78
"León";2020-12-21;51;46;0;1;0;3;-13;20;10;-10;-13;5;14,92
"León";2020-12-22;57;49;0;3;0;2;-10;26;26;-3;-16;4;17,06
"León";2020-12-23;60;54;0;3;0;1;-10;44;20;1;-31;5;19,2
"León";2020-12-24;34;29;0;3;0;3;-17;19;33;-21;-46;8;17,4275
"León";2020-12-25;21;16;0;2;0;0;-62;-82;11;-59;-76;21;15,655
"León";2020-12-26;37;27;0;3;0;3;-26;2;17;-18;-16;7;13,8825
"León";2020-12-27;30;23;0;3;0;2;-27;79;-7;-40;-13;8;12,11
"León";2020-12-28;85;67;0;1;0;1;-13;16;10;-23;-38;10;13,96
"León";2020-12-29;61;47;0;8;2;0;-12;23;26;-20;-38;10;15,81
"León";2020-12-30;60;48;0;5;0;0;-12;42;21;-16;-37;8;17,66
"Lleida";2020-03-16;55;53;0;0;0;1;-76;-33;-54;-67;-45;21;11,9
"Lleida";2020-03-17;44;42;0;2;0;0;-78;-37;-50;-70;-51;23;11,735
"Lleida";2020-03-18;85;83;1;1;0;0;-79;-41;-46;-72;-52;23;11,57
"Lleida";2020-03-19;80;78;1;5;0;1;-81;-44;-53;-74;-56;25;11,345
"Lleida";2020-03-20;69;68;1;5;3;0;-83;-41;-62;-77;-56;28;11,12
"Lleida";2020-03-21;90;87;0;1;0;0;-90;-57;-77;-82;-59;24;8,14
"Lleida";2020-03-22;68;65;3;4;1;0;-93;-78;-80;-87;-61;20;5,16
"Lleida";2020-03-23;82;81;0;7;1;1;-81;-45;-50;-76;-57;25;8,13
"Lleida";2020-03-24;43;41;0;8;0;1;-82;-48;-52;-78;-59;25;11,1
"Lleida";2020-03-25;40;38;0;10;2;0;-83;-49;-60;-78;-60;27;11,105
"Lleida";2020-03-26;48;48;0;4;0;3;-84;-50;-61;-79;-60;28;11,11
"Lleida";2020-03-27;65;63;1;10;2;3;-84;-48;-66;-79;-60;29;9,25
"Lleida";2020-03-28;53;50;2;5;0;2;-91;-59;-78;-83;-60;24;7,39
"Lleida";2020-03-29;52;49;2;6;0;5;-93;-80;-80;-88;-59;20;8,38
"Lleida";2020-03-30;46;45;0;17;1;2;-86;-54;-59;-80;-66;28;9,37
"Lleida";2020-03-31;34;32;2;11;0;6;-91;-50;-67;-80;-68;29;9,07
"Lleida";2020-04-01;48;48;0;8;0;8;-91;-51;-65;-80;-68;30;8,69
"Lleida";2020-04-02;48;48;0;9;2;2;-90;-47;-64;-79;-67;30;9,04
"Lleida";2020-04-03;40;39;1;18;0;4;-86;-48;-68;-80;-67;32;9,83
"Lleida";2020-04-04;39;39;0;4;0;1;-91;-57;-77;-83;-60;25;7,03
"Lleida";2020-04-05;35;33;2;8;0;2;-94;-77;-78;-88;-63;20;5,35
"Lleida";2020-04-06;45;44;1;10;1;5;-84;-49;-49;-77;-66;28;9,19
"Lleida";2020-04-07;37;34;3;12;2;2;-85;-44;-56;-78;-67;28;9,54
"Lleida";2020-04-08;35;33;1;16;0;2;-83;-37;-56;-78;-67;28;9,98
"Lleida";2020-04-09;58;58;0;14;4;2;-82;-28;-54;-77;-68;28;9,87
"Lleida";2020-04-10;41;41;0;7;1;3;-95;-90;-73;-89;-87;41;6,48
"Lleida";2020-04-11;34;34;0;2;0;3;-88;-46;-75;-80;-59;23;6,89
"Lleida";2020-04-12;35;35;0;4;1;1;-93;-77;-79;-86;-62;20;5,47
"Lleida";2020-04-13;22;22;0;10;1;2;-94;-88;-69;-87;-87;37;5,63
"Lleida";2020-04-14;28;28;0;6;4;3;-81;-36;-46;-73;-58;24;10,46
"Lleida";2020-04-15;37;37;0;8;0;0;-81;-42;-49;-74;-59;25;11,33
"Lleida";2020-04-16;16;16;0;6;1;2;-82;-42;-48;-73;-59;26;11,73
"Lleida";2020-04-17;23;23;0;5;2;0;-83;-43;-58;-74;-59;28;11,4
"Lleida";2020-04-18;7;6;1;4;0;3;-89;-53;-72;-78;-54;23;8
"Lleida";2020-04-19;9;9;0;2;1;0;-93;-77;-80;-86;-58;20;5,46
"Lleida";2020-04-20;13;13;0;5;0;2;-81;-48;-54;-73;-57;25;10,4
"Lleida";2020-04-21;14;13;1;4;0;2;-82;-47;-63;-77;-58;26;10,68
"Lleida";2020-04-22;8;8;0;4;0;3;-80;-40;-50;-73;-57;25;11,62
"Lleida";2020-04-23;15;15;0;5;1;5;-80;-39;-49;-72;-57;25;11,31
"Lleida";2020-04-24;12;12;0;6;1;4;-82;-43;-56;-72;-57;27;11,64
"Lleida";2020-04-25;18;18;0;3;1;0;-88;-50;-70;-77;-52;22;8,08
"Lleida";2020-04-26;6;6;0;0;1;1;-89;-67;-64;-78;-54;18;5,66
"Lleida";2020-04-27;3;3;0;6;2;2;-78;-46;-34;-67;-55;24;10,92
"Lleida";2020-04-28;9;9;0;0;1;3;-77;-37;-32;-67;-54;23;11,83
"Lleida";2020-04-29;4;4;0;0;0;0;-76;-35;-31;-67;-54;22;12,18
"Lleida";2020-04-30;3;3;0;1;0;0;-74;-19;-34;-65;-55;22;12,26
"Lleida";2020-05-01;7;7;0;1;0;3;-92;-84;-58;-80;-83;38;7,85
"Lleida";2020-05-02;7;6;1;0;0;0;-81;-29;-41;-59;-48;19;8,18
"Lleida";2020-05-03;2;2;0;1;0;2;-82;-48;-34;-59;-44;15;7,27
"Lleida";2020-05-04;14;10;3;1;0;1;-68;-27;9;-52;-49;19;13,27
"Lleida";2020-05-05;7;7;0;2;0;1;-69;-24;2;-52;-50;18;13,92
"Lleida";2020-05-06;4;4;0;1;1;0;-68;-24;-1;-52;-49;19;13,77
"Lleida";2020-05-07;7;7;0;1;1;0;-69;-24;-7;-54;-49;19;13,74
"Lleida";2020-05-08;6;6;0;1;0;0;-71;-26;-20;-56;-48;21;14,08
"Lleida";2020-05-09;4;4;0;1;0;0;-80;-32;-44;-56;-39;17;8,32
"Lleida";2020-05-10;10;10;0;0;0;0;-88;-60;-72;-76;-49;17;6,79
"Lleida";2020-05-11;12;12;0;0;0;0;-70;-43;6;-52;-57;21;11,22
"Lleida";2020-05-12;21;21;0;1;0;0;-65;-17;-5;-49;-44;17;14,89
"Lleida";2020-05-13;15;15;0;0;0;0;-65;-21;-5;-49;-45;18;14,63
"Lleida";2020-05-14;13;13;0;0;0;1;-71;-32;-36;-60;-47;21;14,25
"Lleida";2020-05-15;20;20;0;3;1;0;-70;-23;-30;-54;-47;22;13,41
"Lleida";2020-05-16;20;20;0;3;0;0;-80;-34;-59;-62;-39;20;9,53
"Lleida";2020-05-17;18;18;0;1;0;1;-76;-39;-28;-52;-35;13;7,73
"Lleida";2020-05-18;30;29;1;0;1;0;-45;-15;34;-34;-39;13;14,72
"Lleida";2020-05-19;29;28;0;0;0;0;-47;-12;25;-38;-39;13;16,16
"Lleida";2020-05-20;21;21;0;0;0;1;-45;-14;19;-39;-39;14;16,2
"Lleida";2020-05-21;23;22;0;1;0;1;-46;-12;10;-39;-39;14;16,46
"Lleida";2020-05-22;13;13;0;2;0;1;-49;-13;-8;-41;-38;15;16,53
"Lleida";2020-05-23;20;19;1;0;0;1;-56;-19;-19;-35;-21;9;13,6
"Lleida";2020-05-24;28;28;0;1;0;1;-57;-27;-12;-41;-22;7;11,18
"Lleida";2020-05-25;39;38;0;0;1;0;-40;-15;24;-35;-38;13;15,97
"Lleida";2020-05-26;20;20;0;1;0;1;-42;-13;21;-36;-35;12;16,59
"Lleida";2020-05-27;19;19;0;0;0;1;-43;-13;15;-36;-36;13;16,89
"Lleida";2020-05-28;24;24;0;2;0;0;-41;-10;8;-37;-36;13;17,03
"Lleida";2020-05-29;28;28;0;0;0;0;-46;-12;-10;-40;-36;14;17
"Lleida";2020-05-30;13;13;0;0;0;0;-51;-15;-14;-30;-13;8;13,84
"Lleida";2020-05-31;14;14;0;1;0;0;-55;-28;-6;-43;-15;7;11,38
"Lleida";2020-06-01;28;27;1;1;0;0;-36;-12;22;-28;-35;12;16,4
"Lleida";2020-06-02;24;24;0;2;0;0;-38;-10;19;-35;-33;11;17,82
"Lleida";2020-06-03;22;22;0;0;0;0;-44;-16;-3;-40;-34;13;17,6
"Lleida";2020-06-04;25;25;0;0;0;0;-39;-6;-8;-35;-34;13;16,97
"Lleida";2020-06-05;40;39;0;1;0;0;-37;-9;-2;-32;-31;12;17,63
"Lleida";2020-06-06;15;15;0;0;0;0;-45;-15;-15;-27;-10;7;14,82
"Lleida";2020-06-07;14;13;1;0;0;0;-57;-29;-34;-45;-16;9;11,15
"Lleida";2020-06-08;26;25;0;1;0;0;-28;-11;23;-27;-29;10;16
"Lleida";2020-06-09;9;8;0;1;0;0;-29;-9;22;-28;-29;10;15,97
"Lleida";2020-06-10;27;23;0;1;0;0;-27;-11;20;-29;-30;10;18,16
"Lleida";2020-06-11;18;14;0;0;0;0;-31;-12;-5;-35;-31;11;18,17
"Lleida";2020-06-12;20;14;0;0;0;0;-29;-10;4;-31;-28;10;17,71
"Lleida";2020-06-13;17;17;0;0;0;0;-35;-14;-2;-22;-3;5;15,33
"Lleida";2020-06-14;11;11;0;1;0;0;-40;-22;12;-31;-2;4;13,39
"Lleida";2020-06-15;32;29;0;0;0;0;-21;-10;49;-23;-28;8;18,24
"Lleida";2020-06-16;19;18;1;1;0;0;-29;-11;-2;-34;-29;12;17,79
"Lleida";2020-06-17;34;34;0;1;0;0;-22;-7;34;-25;-28;9;18,75
"Lleida";2020-06-18;35;34;0;0;0;0;-22;-7;15;-28;-28;9;18,59
"Lleida";2020-06-19;34;34;0;0;0;0;-24;-7;20;-29;-27;8;19,23
"Lleida";2020-06-20;37;37;0;0;0;0;-28;-11;28;-15;-2;2;16,99
"Lleida";2020-06-21;36;36;0;2;0;0;-29;-11;39;-20;-1;0;16,535
"Lleida";2020-06-22;52;51;0;0;0;1;-8;5;84;-9;-29;5;16,08
"Lleida";2020-06-23;42;42;0;0;0;0;-3;24;107;-3;-28;-1;15,625
"Lleida";2020-06-24;55;55;0;0;0;0;-50;-65;80;-38;-71;15;15,17
"Lleida";2020-06-25;62;62;0;1;1;0;-16;6;55;-17;-30;6;15,155
"Lleida";2020-06-26;83;82;0;0;1;0;-19;0;57;-14;-29;6;15,14
"Lleida";2020-06-27;81;81;0;2;0;0;-24;-8;59;-2;-5;0;15,125
"Lleida";2020-06-28;55;55;0;0;0;0;-27;-8;50;-12;0;-3;15,11
"Lleida";2020-06-29;82;82;0;0;0;0;-10;-1;81;-11;-26;4;16,9666666666667
"Lleida";2020-06-30;94;93;1;0;0;0;-13;-1;63;-17;-25;4;18,8233333333333
"Lleida";2020-07-01;126;126;0;0;0;0;-12;-4;59;-16;-26;4;20,68
"Lleida";2020-07-02;110;110;0;1;0;0;-12;1;52;-17;-27;5;18,7725
"Lleida";2020-07-03;122;122;0;1;0;0;-15;-1;58;-12;-26;4;16,865
"Lleida";2020-07-04;135;135;0;4;1;1;-26;-8;64;-2;-2;0;14,9575
"Lleida";2020-07-05;111;111;0;2;1;0;-27;-6;59;-15;0;1;13,05
"Lleida";2020-07-06;161;161;0;6;1;0;-16;-4;103;-17;-28;6;15,18
"Lleida";2020-07-07;179;178;0;6;0;0;-20;-5;89;-21;-29;6;17,31
"Lleida";2020-07-08;207;206;0;4;1;0;-20;-7;74;-21;-27;6;19,44
"Lleida";2020-07-09;211;211;0;5;1;0;-22;-6;63;-24;-28;6;17,74
"Lleida";2020-07-10;237;236;0;4;0;1;-26;-8;54;-21;-28;7;16,04
"Lleida";2020-07-11;170;170;0;2;0;0;-32;-13;55;-15;-3;4;14,34
"Lleida";2020-07-12;196;195;0;1;0;1;-32;-14;47;-21;-1;3;12,64
"Lleida";2020-07-13;224;223;0;4;0;0;-28;-9;80;-25;-30;9;14,5633333333333
"Lleida";2020-07-14;193;192;0;0;0;0;-25;-6;85;-25;-30;7;16,4866666666667
"Lleida";2020-07-15;283;281;1;4;0;0;-32;-11;68;-30;-30;8;18,41
"Lleida";2020-07-16;220;218;0;3;0;0;-33;-9;77;-30;-31;9;16,7575
"Lleida";2020-07-17;227;227;0;4;2;0;-37;-10;63;-31;-31;9;15,105
"Lleida";2020-07-18;289;289;0;4;0;2;-44;-14;59;-23;-8;6;13,4525
"Lleida";2020-07-19;148;148;0;7;0;1;-42;-16;58;-29;-4;4;11,8
"Lleida";2020-07-20;247;245;0;4;1;1;-29;-7;107;-26;-31;8;13,7833333333333
"Lleida";2020-07-21;207;205;1;2;0;1;-31;-9;100;-28;-31;8;15,7666666666667
"Lleida";2020-07-22;205;205;0;0;0;1;-30;-7;92;-28;-31;8;17,75
"Lleida";2020-07-23;143;141;0;3;0;2;-29;-6;85;-28;-31;8;16,45
"Lleida";2020-07-24;139;138;0;2;0;1;-33;-6;70;-27;-30;8;15,15
"Lleida";2020-07-25;100;99;0;1;0;2;-40;-12;72;-17;-7;4;13,85
"Lleida";2020-07-26;100;99;0;3;0;1;-37;-13;74;-21;-5;0;12,55
"Lleida";2020-07-27;105;99;0;5;2;1;-26;-5;139;-19;-32;7;14,5266666666667
"Lleida";2020-07-28;151;150;0;6;1;1;-27;-2;128;-22;-31;7;16,5033333333333
"Lleida";2020-07-29;120;118;0;2;0;1;-26;-5;114;-21;-31;7;18,48
"Lleida";2020-07-30;112;110;0;6;1;0;-22;-3;108;-22;-31;6;17,22
"Lleida";2020-07-31;111;108;0;3;1;3;-23;-3;84;-19;-31;6;15,96
"Lleida";2020-08-01;104;104;0;3;2;1;-29;-8;80;-5;-6;0;14,7
"Lleida";2020-08-02;58;58;0;3;0;1;-24;-2;106;-4;-3;-4;13,44
"Lleida";2020-08-03;91;90;0;3;1;1;-5;10;222;1;-34;5;15,17
"Lleida";2020-08-04;98;97;0;4;0;2;-7;8;223;-4;-34;5;16,9
"Lleida";2020-08-05;71;70;0;3;0;2;-6;8;218;-3;-34;5;18,63
"Lleida";2020-08-06;80;79;0;3;1;2;-9;6;205;-5;-35;5;17,3575
"Lleida";2020-08-07;76;76;0;3;0;1;-15;2;158;-7;-34;5;16,085
"Lleida";2020-08-08;65;65;0;2;0;0;-23;-5;121;7;-8;-1;14,8125
"Lleida";2020-08-09;46;45;1;1;0;1;-18;5;131;2;-5;-4;13,54
"Lleida";2020-08-10;101;100;0;5;1;1;5;18;292;10;-38;4;15,0733333333333
"Lleida";2020-08-11;83;79;0;2;0;0;0;14;287;4;-38;5;16,6066666666667
"Lleida";2020-08-12;87;86;0;2;0;1;1;10;244;1;-38;6;18,14
"Lleida";2020-08-13;49;49;0;0;0;0;0;12;244;1;-38;5;16,915
"Lleida";2020-08-14;89;89;0;1;0;1;-6;15;188;0;-37;5;15,69
"Lleida";2020-08-15;62;62;0;3;0;0;-30;-35;141;7;-27;1;14,465
"Lleida";2020-08-16;69;69;0;3;0;1;-7;18;149;11;-2;-4;13,24
"Lleida";2020-08-17;117;115;1;1;0;0;7;22;145,166666666667;12;-38;4;15,0366666666667
"Lleida";2020-08-18;95;92;0;1;1;2;2;18;141,333333333333;7;-36;5;16,8333333333333
"Lleida";2020-08-19;79;78;0;2;0;1;0;10;137,5;5;-37;5;18,63
"Lleida";2020-08-20;93;91;0;3;0;0;-2;8;133,666666666667;1;-38;5;16,8625
"Lleida";2020-08-21;127;123;0;1;0;0;-12;4;129,833333333333;-4;-37;6;15,095
"Lleida";2020-08-22;61;61;0;2;0;0;-21;-6;126;7;-10;0;13,3275
"Lleida";2020-08-23;62;61;1;2;0;0;-12;2;128;3;0;-4;11,56
"Lleida";2020-08-24;129;129;0;3;0;2;-2;8;118,6;1;-34;5;13,9833333333333
"Lleida";2020-08-25;68;67;0;1;0;0;-7;6;109,2;-5;-33;5;16,4066666666667
"Lleida";2020-08-26;104;104;0;1;0;0;-7;3;99,8;-6;-33;5;18,83
"Lleida";2020-08-27;58;55;0;2;0;1;-8;2;90,4;-9;-33;5;17,5975
"Lleida";2020-08-28;69;68;0;1;0;1;-19;-2;81;-15;-33;7;16,365
"Lleida";2020-08-29;44;44;0;1;0;0;-24;-8;52;-7;-12;2;15,1325
"Lleida";2020-08-30;31;31;0;1;0;0;-21;-2;64;-14;-2;-2;13,9
"Lleida";2020-08-31;58;56;0;0;0;1;-7;0;66,4;-10;-30;5;15,3
"Lleida";2020-09-01;53;49;1;1;0;0;-12;3;68,8;-13;-29;4;16,7
"Lleida";2020-09-02;58;55;0;3;0;0;-12;0;71,2;-11;-29;5;18,1
"Lleida";2020-09-03;55;55;0;4;0;0;-12;0;73,6;-12;-29;4;17,18
"Lleida";2020-09-04;57;55;0;0;0;0;-16;-1;76;-11;-29;4;16,26
"Lleida";2020-09-05;46;46;0;4;0;1;-22;-8;67;-1;-9;-1;15,34
"Lleida";2020-09-06;33;33;0;3;0;0;-19;5;64;-7;-1;-3;14,42
"Lleida";2020-09-07;45;44;0;4;0;1;-8;0;87,8;-5;-31;4;16,02
"Lleida";2020-09-08;58;57;0;0;0;0;-12;-5;111,6;-13;-32;4;17,62
"Lleida";2020-09-09;45;41;0;2;0;1;-15;-3;135,4;-13;-29;5;19,22
"Lleida";2020-09-10;61;61;0;1;0;1;-3;15;159,2;-1;-31;0;17,945
"Lleida";2020-09-11;32;32;0;0;1;0;-32;-55;183;-13;-69;12;16,67
"Lleida";2020-09-12;45;45;0;0;0;0;-18;4;118;8;-16;-1;15,395
"Lleida";2020-09-13;51;51;0;1;0;0;-15;8;74;-2;2;-5;14,12
"Lleida";2020-09-14;59;59;0;0;0;0;-8;4;83;3;-23;2;16,23
"Lleida";2020-09-15;63;63;0;2;0;1;-14;2;66;-2;-21;2;18,34
"Lleida";2020-09-16;72;71;0;0;0;1;-16;-4;56;-4;-22;2;20,45
